date,item,qty
2023-04-08,Green Detox Smoothie,1
2023-04-08,Cold Brew Coffee,25
2023-04-09,Crispy Vegetable Spring Rolls,13
2023-04-09,Truffle Parmesan Fries,21
2023-04-09,Spicy Buffalo Wings,5
2023-04-09,Grilled Salmon Quinoa Bowl,18
2023-04-09,Beyond Meat Vegan Burger,24
2023-04-09,Chicken Tikka Masala,15
2023-04-09,Vegan Chocolate Mousse,25
2023-04-09,Classic New York Cheesecake,17
2023-04-09,Green Detox Smoothie,1
2023-04-09,Cold Brew Coffee,2
2023-04-10,Crispy Vegetable Spring Rolls,17
2023-04-10,Truffle Parmesan Fries,17
2023-04-10,Spicy Buffalo Wings,6
2023-04-10,Grilled Salmon Quinoa Bowl,15
2023-04-10,Beyond Meat Vegan Burger,11
2023-04-10,Chicken Tikka Masala,12
2023-04-10,Vegan Chocolate Mousse,6
2023-04-10,Classic New York Cheesecake,10
2023-04-10,Green Detox Smoothie,8
2023-04-10,Cold Brew Coffee,8
2023-04-11,Crispy Vegetable Spring Rolls,7
2023-04-11,Truffle Parmesan Fries,3
2023-04-11,Spicy Buffalo Wings,19
2023-04-11,Grilled Salmon Quinoa Bowl,25
2023-04-11,Beyond Meat Vegan Burger,17
2023-04-11,Chicken Tikka Masala,10
2023-04-11,Vegan Chocolate Mousse,9
2023-04-11,Classic New York Cheesecake,11
2023-04-11,Green Detox Smoothie,1
2023-04-11,Cold Brew Coffee,5
2023-04-12,Crispy Vegetable Spring Rolls,8
2023-04-12,Truffle Parmesan Fries,1
2023-04-12,Spicy Buffalo Wings,1
2023-04-12,Grilled Salmon Quinoa Bowl,24
2023-04-12,Beyond Meat Vegan Burger,22
2023-04-12,Chicken Tikka Masala,15
2023-04-12,Vegan Chocolate Mousse,8
2023-04-12,Classic New York Cheesecake,10
2023-04-12,Green Detox Smoothie,18
2023-04-12,Cold Brew Coffee,21
2023-04-13,Crispy Vegetable Spring Rolls,23
2023-04-13,Truffle Parmesan Fries,4
2023-04-13,Spicy Buffalo Wings,20
2023-04-13,Grilled Salmon Quinoa Bowl,25
2023-04-13,Beyond Meat Vegan Burger,7
2023-04-13,Chicken Tikka Masala,22
2023-04-13,Vegan Chocolate Mousse,3
2023-04-13,Classic New York Cheesecake,4
2023-04-13,Green Detox Smoothie,19
2023-04-13,Cold Brew Coffee,13
2023-04-14,Crispy Vegetable Spring Rolls,10
2023-04-14,Truffle Parmesan Fries,7
2023-04-14,Spicy Buffalo Wings,2
2023-04-14,Grilled Salmon Quinoa Bowl,15
2023-04-14,Beyond Meat Vegan Burger,11
2023-04-14,Chicken Tikka Masala,0
2023-04-14,Vegan Chocolate Mousse,4
2023-04-14,Classic New York Cheesecake,11
2023-04-14,Green Detox Smoothie,15
2023-04-14,Cold Brew Coffee,14
2023-04-15,Crispy Vegetable Spring Rolls,10
2023-04-15,Truffle Parmesan Fries,12
2023-04-15,Spicy Buffalo Wings,15
2023-04-15,Grilled Salmon Quinoa Bowl,23
2023-04-15,Beyond Meat Vegan Burger,15
2023-04-15,Chicken Tikka Masala,24
2023-04-15,Vegan Chocolate Mousse,23
2023-04-15,Classic New York Cheesecake,7
2023-04-15,Green Detox Smoothie,13
2023-04-15,Cold Brew Coffee,25
2023-04-16,Crispy Vegetable Spring Rolls,0
2023-04-16,Truffle Parmesan Fries,20
2023-04-16,Spicy Buffalo Wings,19
2023-04-16,Grilled Salmon Quinoa Bowl,8
2023-04-16,Beyond Meat Vegan Burger,0
2023-04-16,Chicken Tikka Masala,24
2023-04-16,Vegan Chocolate Mousse,5
2023-04-16,Classic New York Cheesecake,9
2023-04-16,Green Detox Smoothie,5
2023-04-16,Cold Brew Coffee,7
2023-04-17,Crispy Vegetable Spring Rolls,20
2023-04-17,Truffle Parmesan Fries,0
2023-04-17,Spicy Buffalo Wings,0
2023-04-17,Grilled Salmon Quinoa Bowl,12
2023-04-17,Beyond Meat Vegan Burger,2
2023-04-17,Chicken Tikka Masala,20
2023-04-17,Vegan Chocolate Mousse,6
2023-04-17,Classic New York Cheesecake,1
2023-04-17,Green Detox Smoothie,3
2023-04-17,Cold Brew Coffee,16
2023-04-18,Crispy Vegetable Spring Rolls,16
2023-04-18,Truffle Parmesan Fries,9
2023-04-18,Spicy Buffalo Wings,21
2023-04-18,Grilled Salmon Quinoa Bowl,19
2023-04-18,Beyond Meat Vegan Burger,9
2023-04-18,Chicken Tikka Masala,3
2023-04-18,Vegan Chocolate Mousse,24
2023-04-18,Classic New York Cheesecake,25
2023-04-18,Green Detox Smoothie,25
2023-04-18,Cold Brew Coffee,17
2023-04-19,Crispy Vegetable Spring Rolls,20
2023-04-19,Truffle Parmesan Fries,6
2023-04-19,Spicy Buffalo Wings,7
2023-04-19,Grilled Salmon Quinoa Bowl,13
2023-04-19,Beyond Meat Vegan Burger,22
2023-04-19,Chicken Tikka Masala,16
2023-04-19,Vegan Chocolate Mousse,3
2023-04-19,Classic New York Cheesecake,6
2023-04-19,Green Detox Smoothie,15
2023-04-19,Cold Brew Coffee,24
2023-04-20,Crispy Vegetable Spring Rolls,11
2023-04-20,Truffle Parmesan Fries,8
2023-04-20,Spicy Buffalo Wings,20
2023-04-20,Grilled Salmon Quinoa Bowl,5
2023-04-20,Beyond Meat Vegan Burger,11
2023-04-20,Chicken Tikka Masala,4
2023-04-20,Vegan Chocolate Mousse,5
2023-04-20,Classic New York Cheesecake,23
2023-04-20,Green Detox Smoothie,15
2023-04-20,Cold Brew Coffee,6
2023-04-21,Crispy Vegetable Spring Rolls,10
2023-04-21,Truffle Parmesan Fries,1
2023-04-21,Spicy Buffalo Wings,8
2023-04-21,Grilled Salmon Quinoa Bowl,10
2023-04-21,Beyond Meat Vegan Burger,9
2023-04-21,Chicken Tikka Masala,5
2023-04-21,Vegan Chocolate Mousse,13
2023-04-21,Classic New York Cheesecake,10
2023-04-21,Green Detox Smoothie,2
2023-04-21,Cold Brew Coffee,10
2023-04-22,Crispy Vegetable Spring Rolls,17
2023-04-22,Truffle Parmesan Fries,22
2023-04-22,Spicy Buffalo Wings,6
2023-04-22,Grilled Salmon Quinoa Bowl,7
2023-04-22,Beyond Meat Vegan Burger,5
2023-04-22,Chicken Tikka Masala,3
2023-04-22,Vegan Chocolate Mousse,15
2023-04-22,Classic New York Cheesecake,10
2023-04-22,Green Detox Smoothie,19
2023-04-22,Cold Brew Coffee,0
2023-04-23,Crispy Vegetable Spring Rolls,2
2023-04-23,Truffle Parmesan Fries,17
2023-04-23,Spicy Buffalo Wings,4
2023-04-23,Grilled Salmon Quinoa Bowl,0
2023-04-23,Beyond Meat Vegan Burger,25
2023-04-23,Chicken Tikka Masala,24
2023-04-23,Vegan Chocolate Mousse,4
2023-04-23,Classic New York Cheesecake,10
2023-04-23,Green Detox Smoothie,6
2023-04-23,Cold Brew Coffee,0
2023-04-24,Crispy Vegetable Spring Rolls,0
2023-04-24,Truffle Parmesan Fries,20
2023-04-24,Spicy Buffalo Wings,18
2023-04-24,Grilled Salmon Quinoa Bowl,25
2023-04-24,Beyond Meat Vegan Burger,8
2023-04-24,Chicken Tikka Masala,18
2023-04-24,Vegan Chocolate Mousse,17
2023-04-24,Classic New York Cheesecake,15
2023-04-24,Green Detox Smoothie,1
2023-04-24,Cold Brew Coffee,20
2023-04-25,Crispy Vegetable Spring Rolls,25
2023-04-25,Truffle Parmesan Fries,19
2023-04-25,Spicy Buffalo Wings,7
2023-04-25,Grilled Salmon Quinoa Bowl,4
2023-04-25,Beyond Meat Vegan Burger,21
2023-04-25,Chicken Tikka Masala,0
2023-04-25,Vegan Chocolate Mousse,3
2023-04-25,Classic New York Cheesecake,9
2023-04-25,Green Detox Smoothie,11
2023-04-25,Cold Brew Coffee,15
2023-04-26,Crispy Vegetable Spring Rolls,16
2023-04-26,Truffle Parmesan Fries,8
2023-04-26,Spicy Buffalo Wings,0
2023-04-26,Grilled Salmon Quinoa Bowl,15
2023-04-26,Beyond Meat Vegan Burger,3
2023-04-26,Chicken Tikka Masala,20
2023-04-26,Vegan Chocolate Mousse,11
2023-04-26,Classic New York Cheesecake,7
2023-04-26,Green Detox Smoothie,9
2023-04-26,Cold Brew Coffee,5
2023-04-27,Crispy Vegetable Spring Rolls,1
2023-04-27,Truffle Parmesan Fries,15
2023-04-27,Spicy Buffalo Wings,6
2023-04-27,Grilled Salmon Quinoa Bowl,18
2023-04-27,Beyond Meat Vegan Burger,9
2023-04-27,Chicken Tikka Masala,5
2023-04-27,Vegan Chocolate Mousse,6
2023-04-27,Classic New York Cheesecake,9
2023-04-27,Green Detox Smoothie,3
2023-04-27,Cold Brew Coffee,25
2023-04-28,Crispy Vegetable Spring Rolls,21
2023-04-28,Truffle Parmesan Fries,18
2023-04-28,Spicy Buffalo Wings,22
2023-04-28,Grilled Salmon Quinoa Bowl,5
2023-04-28,Beyond Meat Vegan Burger,15
2023-04-28,Chicken Tikka Masala,20
2023-04-28,Vegan Chocolate Mousse,9
2023-04-28,Classic New York Cheesecake,18
2023-04-28,Green Detox Smoothie,12
2023-04-28,Cold Brew Coffee,4
2023-04-29,Crispy Vegetable Spring Rolls,24
2023-04-29,Truffle Parmesan Fries,20
2023-04-29,Spicy Buffalo Wings,12
2023-04-29,Grilled Salmon Quinoa Bowl,6
2023-04-29,Beyond Meat Vegan Burger,16
2023-04-29,Chicken Tikka Masala,9
2023-04-29,Vegan Chocolate Mousse,11
2023-04-29,Classic New York Cheesecake,23
2023-04-29,Green Detox Smoothie,13
2023-04-29,Cold Brew Coffee,3
2023-04-30,Crispy Vegetable Spring Rolls,10
2023-04-30,Truffle Parmesan Fries,9
2023-04-30,Spicy Buffalo Wings,8
2023-04-30,Grilled Salmon Quinoa Bowl,21
2023-04-30,Beyond Meat Vegan Burger,2
2023-04-30,Chicken Tikka Masala,18
2023-04-30,Vegan Chocolate Mousse,25
2023-04-30,Classic New York Cheesecake,17
2023-04-30,Green Detox Smoothie,16
2023-04-30,Cold Brew Coffee,2
2023-05-01,Crispy Vegetable Spring Rolls,21
2023-05-01,Truffle Parmesan Fries,13
2023-05-01,Spicy Buffalo Wings,8
2023-05-01,Grilled Salmon Quinoa Bowl,14
2023-05-01,Beyond Meat Vegan Burger,0
2023-05-01,Chicken Tikka Masala,20
2023-05-01,Vegan Chocolate Mousse,0
2023-05-01,Classic New York Cheesecake,11
2023-05-01,Green Detox Smoothie,20
2023-05-01,Cold Brew Coffee,20
2023-05-02,Crispy Vegetable Spring Rolls,20
2023-05-02,Truffle Parmesan Fries,5
2023-05-02,Spicy Buffalo Wings,12
2023-05-02,Grilled Salmon Quinoa Bowl,25
2023-05-02,Beyond Meat Vegan Burger,7
2023-05-02,Chicken Tikka Masala,7
2023-05-02,Vegan Chocolate Mousse,6
2023-05-02,Classic New York Cheesecake,2
2023-05-02,Green Detox Smoothie,13
2023-05-02,Cold Brew Coffee,12
2023-05-03,Crispy Vegetable Spring Rolls,4
2023-05-03,Truffle Parmesan Fries,23
2023-05-03,Spicy Buffalo Wings,8
2023-05-03,Grilled Salmon Quinoa Bowl,1
2023-05-03,Beyond Meat Vegan Burger,22
2023-05-03,Chicken Tikka Masala,22
2023-05-03,Vegan Chocolate Mousse,12
2023-05-03,Classic New York Cheesecake,25
2023-05-03,Green Detox Smoothie,17
2023-05-03,Cold Brew Coffee,13
2023-05-04,Crispy Vegetable Spring Rolls,14
2023-05-04,Truffle Parmesan Fries,9
2023-05-04,Spicy Buffalo Wings,14
2023-05-04,Grilled Salmon Quinoa Bowl,1
2023-05-04,Beyond Meat Vegan Burger,9
2023-05-04,Chicken Tikka Masala,15
2023-05-04,Vegan Chocolate Mousse,10
2023-05-04,Classic New York Cheesecake,4
2023-05-04,Green Detox Smoothie,18
2023-05-04,Cold Brew Coffee,23
2023-05-05,Crispy Vegetable Spring Rolls,10
2023-05-05,Truffle Parmesan Fries,12
2023-05-05,Spicy Buffalo Wings,21
2023-05-05,Grilled Salmon Quinoa Bowl,5
2023-05-05,Beyond Meat Vegan Burger,2
2023-05-05,Chicken Tikka Masala,17
2023-05-05,Vegan Chocolate Mousse,2
2023-05-05,Classic New York Cheesecake,24
2023-05-05,Green Detox Smoothie,4
2023-05-05,Cold Brew Coffee,2
2023-05-06,Crispy Vegetable Spring Rolls,9
2023-05-06,Truffle Parmesan Fries,11
2023-05-06,Spicy Buffalo Wings,23
2023-05-06,Grilled Salmon Quinoa Bowl,12
2023-05-06,Beyond Meat Vegan Burger,23
2023-05-06,Chicken Tikka Masala,9
2023-05-06,Vegan Chocolate Mousse,0
2023-05-06,Classic New York Cheesecake,22
2023-05-06,Green Detox Smoothie,13
2023-05-06,Cold Brew Coffee,12
2023-05-07,Crispy Vegetable Spring Rolls,9
2023-05-07,Truffle Parmesan Fries,14
2023-05-07,Spicy Buffalo Wings,3
2023-05-07,Grilled Salmon Quinoa Bowl,25
2023-05-07,Beyond Meat Vegan Burger,13
2023-05-07,Chicken Tikka Masala,3
2023-05-07,Vegan Chocolate Mousse,6
2023-05-07,Classic New York Cheesecake,9
2023-05-07,Green Detox Smoothie,24
2023-05-07,Cold Brew Coffee,25
2023-05-08,Crispy Vegetable Spring Rolls,5
2023-05-08,Truffle Parmesan Fries,18
2023-05-08,Spicy Buffalo Wings,1
2023-05-08,Grilled Salmon Quinoa Bowl,18
2023-05-08,Beyond Meat Vegan Burger,14
2023-05-08,Chicken Tikka Masala,17
2023-05-08,Vegan Chocolate Mousse,9
2023-05-08,Classic New York Cheesecake,13
2023-05-08,Green Detox Smoothie,5
2023-05-08,Cold Brew Coffee,24
2023-05-09,Crispy Vegetable Spring Rolls,24
2023-05-09,Truffle Parmesan Fries,16
2023-05-09,Spicy Buffalo Wings,25
2023-05-09,Grilled Salmon Quinoa Bowl,25
2023-05-09,Beyond Meat Vegan Burger,14
2023-05-09,Chicken Tikka Masala,1
2023-05-09,Vegan Chocolate Mousse,15
2023-05-09,Classic New York Cheesecake,14
2023-05-09,Green Detox Smoothie,22
2023-05-09,Cold Brew Coffee,18
2023-05-10,Crispy Vegetable Spring Rolls,10
2023-05-10,Truffle Parmesan Fries,12
2023-05-10,Spicy Buffalo Wings,6
2023-05-10,Grilled Salmon Quinoa Bowl,20
2023-05-10,Beyond Meat Vegan Burger,25
2023-05-10,Chicken Tikka Masala,15
2023-05-10,Vegan Chocolate Mousse,22
2023-05-10,Classic New York Cheesecake,23
2023-05-10,Green Detox Smoothie,15
2023-05-10,Cold Brew Coffee,9
2023-05-11,Crispy Vegetable Spring Rolls,21
2023-05-11,Truffle Parmesan Fries,4
2023-05-11,Spicy Buffalo Wings,1
2023-05-11,Grilled Salmon Quinoa Bowl,8
2023-05-11,Beyond Meat Vegan Burger,13
2023-05-11,Chicken Tikka Masala,23
2023-05-11,Vegan Chocolate Mousse,2
2023-05-11,Classic New York Cheesecake,0
2023-05-11,Green Detox Smoothie,16
2023-05-11,Cold Brew Coffee,6
2023-05-12,Crispy Vegetable Spring Rolls,21
2023-05-12,Truffle Parmesan Fries,2
2023-05-12,Spicy Buffalo Wings,15
2023-05-12,Grilled Salmon Quinoa Bowl,19
2023-05-12,Beyond Meat Vegan Burger,17
2023-05-12,Chicken Tikka Masala,24
2023-05-12,Vegan Chocolate Mousse,0
2023-05-12,Classic New York Cheesecake,1
2023-05-12,Green Detox Smoothie,12
2023-05-12,Cold Brew Coffee,15
2023-05-13,Crispy Vegetable Spring Rolls,11
2023-05-13,Truffle Parmesan Fries,24
2023-05-13,Spicy Buffalo Wings,8
2023-05-13,Grilled Salmon Quinoa Bowl,11
2023-05-13,Beyond Meat Vegan Burger,19
2023-05-13,Chicken Tikka Masala,7
2023-05-13,Vegan Chocolate Mousse,11
2023-05-13,Classic New York Cheesecake,1
2023-05-13,Green Detox Smoothie,0
2023-05-13,Cold Brew Coffee,12
2023-05-14,Crispy Vegetable Spring Rolls,24
2023-05-14,Truffle Parmesan Fries,10
2023-05-14,Spicy Buffalo Wings,3
2023-05-14,Grilled Salmon Quinoa Bowl,13
2023-05-14,Beyond Meat Vegan Burger,8
2023-05-14,Chicken Tikka Masala,9
2023-05-14,Vegan Chocolate Mousse,16
2023-05-14,Classic New York Cheesecake,0
2023-05-14,Green Detox Smoothie,6
2023-05-14,Cold Brew Coffee,25
2023-05-15,Crispy Vegetable Spring Rolls,24
2023-05-15,Truffle Parmesan Fries,10
2023-05-15,Spicy Buffalo Wings,1
2023-05-15,Grilled Salmon Quinoa Bowl,0
2023-05-15,Beyond Meat Vegan Burger,14
2023-05-15,Chicken Tikka Masala,23
2023-05-15,Vegan Chocolate Mousse,18
2023-05-15,Classic New York Cheesecake,4
2023-05-15,Green Detox Smoothie,7
2023-05-15,Cold Brew Coffee,8
2023-05-16,Crispy Vegetable Spring Rolls,25
2023-05-16,Truffle Parmesan Fries,6
2023-05-16,Spicy Buffalo Wings,21
2023-05-16,Grilled Salmon Quinoa Bowl,14
2023-05-16,Beyond Meat Vegan Burger,16
2023-05-16,Chicken Tikka Masala,9
2023-05-16,Vegan Chocolate Mousse,11
2023-05-16,Classic New York Cheesecake,20
2023-05-16,Green Detox Smoothie,24
2023-05-16,Cold Brew Coffee,2
2023-05-17,Crispy Vegetable Spring Rolls,14
2023-05-17,Truffle Parmesan Fries,19
2023-05-17,Spicy Buffalo Wings,4
2023-05-17,Grilled Salmon Quinoa Bowl,5
2023-05-17,Beyond Meat Vegan Burger,5
2023-05-17,Chicken Tikka Masala,20
2023-05-17,Vegan Chocolate Mousse,14
2023-05-17,Classic New York Cheesecake,13
2023-05-17,Green Detox Smoothie,3
2023-05-17,Cold Brew Coffee,4
2023-05-18,Crispy Vegetable Spring Rolls,3
2023-05-18,Truffle Parmesan Fries,19
2023-05-18,Spicy Buffalo Wings,13
2023-05-18,Grilled Salmon Quinoa Bowl,17
2023-05-18,Beyond Meat Vegan Burger,24
2023-05-18,Chicken Tikka Masala,22
2023-05-18,Vegan Chocolate Mousse,15
2023-05-18,Classic New York Cheesecake,19
2023-05-18,Green Detox Smoothie,11
2023-05-18,Cold Brew Coffee,4
2023-05-19,Crispy Vegetable Spring Rolls,2
2023-05-19,Truffle Parmesan Fries,10
2023-05-19,Spicy Buffalo Wings,0
2023-05-19,Grilled Salmon Quinoa Bowl,23
2023-05-19,Beyond Meat Vegan Burger,15
2023-05-19,Chicken Tikka Masala,24
2023-05-19,Vegan Chocolate Mousse,17
2023-05-19,Classic New York Cheesecake,23
2023-05-19,Green Detox Smoothie,14
2023-05-19,Cold Brew Coffee,12
2023-05-20,Crispy Vegetable Spring Rolls,9
2023-05-20,Truffle Parmesan Fries,8
2023-05-20,Spicy Buffalo Wings,24
2023-05-20,Grilled Salmon Quinoa Bowl,23
2023-05-20,Beyond Meat Vegan Burger,5
2023-05-20,Chicken Tikka Masala,10
2023-05-20,Vegan Chocolate Mousse,11
2023-05-20,Classic New York Cheesecake,23
2023-05-20,Green Detox Smoothie,9
2023-05-20,Cold Brew Coffee,4
2023-05-21,Crispy Vegetable Spring Rolls,20
2023-05-21,Truffle Parmesan Fries,23
2023-05-21,Spicy Buffalo Wings,5
2023-05-21,Grilled Salmon Quinoa Bowl,14
2023-05-21,Beyond Meat Vegan Burger,3
2023-05-21,Chicken Tikka Masala,15
2023-05-21,Vegan Chocolate Mousse,9
2023-05-21,Classic New York Cheesecake,21
2023-05-21,Green Detox Smoothie,3
2023-05-21,Cold Brew Coffee,18
2023-05-22,Crispy Vegetable Spring Rolls,24
2023-05-22,Truffle Parmesan Fries,14
2023-05-22,Spicy Buffalo Wings,24
2023-05-22,Grilled Salmon Quinoa Bowl,13
2023-05-22,Beyond Meat Vegan Burger,18
2023-05-22,Chicken Tikka Masala,5
2023-05-22,Vegan Chocolate Mousse,20
2023-05-22,Classic New York Cheesecake,10
2023-05-22,Green Detox Smoothie,8
2023-05-22,Cold Brew Coffee,14
2023-05-23,Crispy Vegetable Spring Rolls,16
2023-05-23,Truffle Parmesan Fries,14
2023-05-23,Spicy Buffalo Wings,22
2023-05-23,Grilled Salmon Quinoa Bowl,14
2023-05-23,Beyond Meat Vegan Burger,20
2023-05-23,Chicken Tikka Masala,3
2023-05-23,Vegan Chocolate Mousse,18
2023-05-23,Classic New York Cheesecake,9
2023-05-23,Green Detox Smoothie,3
2023-05-23,Cold Brew Coffee,10
2023-05-24,Crispy Vegetable Spring Rolls,2
2023-05-24,Truffle Parmesan Fries,1
2023-05-24,Spicy Buffalo Wings,19
2023-05-24,Grilled Salmon Quinoa Bowl,25
2023-05-24,Beyond Meat Vegan Burger,14
2023-05-24,Chicken Tikka Masala,25
2023-05-24,Vegan Chocolate Mousse,19
2023-05-24,Classic New York Cheesecake,17
2023-05-24,Green Detox Smoothie,4
2023-05-24,Cold Brew Coffee,25
2023-05-25,Crispy Vegetable Spring Rolls,11
2023-05-25,Truffle Parmesan Fries,0
2023-05-25,Spicy Buffalo Wings,6
2023-05-25,Grilled Salmon Quinoa Bowl,12
2023-05-25,Beyond Meat Vegan Burger,11
2023-05-25,Chicken Tikka Masala,21
2023-05-25,Vegan Chocolate Mousse,1
2023-05-25,Classic New York Cheesecake,14
2023-05-25,Green Detox Smoothie,10
2023-05-25,Cold Brew Coffee,25
2023-05-26,Crispy Vegetable Spring Rolls,18
2023-05-26,Truffle Parmesan Fries,16
2023-05-26,Spicy Buffalo Wings,13
2023-05-26,Grilled Salmon Quinoa Bowl,12
2023-05-26,Beyond Meat Vegan Burger,15
2023-05-26,Chicken Tikka Masala,18
2023-05-26,Vegan Chocolate Mousse,10
2023-05-26,Classic New York Cheesecake,8
2023-05-26,Green Detox Smoothie,16
2023-05-26,Cold Brew Coffee,14
2023-05-27,Crispy Vegetable Spring Rolls,20
2023-05-27,Truffle Parmesan Fries,8
2023-05-27,Spicy Buffalo Wings,5
2023-05-27,Grilled Salmon Quinoa Bowl,16
2023-05-27,Beyond Meat Vegan Burger,24
2023-05-27,Chicken Tikka Masala,1
2023-05-27,Vegan Chocolate Mousse,1
2023-05-27,Classic New York Cheesecake,17
2023-05-27,Green Detox Smoothie,19
2023-05-27,Cold Brew Coffee,16
2023-05-28,Crispy Vegetable Spring Rolls,16
2023-05-28,Truffle Parmesan Fries,23
2023-05-28,Spicy Buffalo Wings,18
2023-05-28,Grilled Salmon Quinoa Bowl,11
2023-05-28,Beyond Meat Vegan Burger,23
2023-05-28,Chicken Tikka Masala,0
2023-05-28,Vegan Chocolate Mousse,7
2023-05-28,Classic New York Cheesecake,12
2023-05-28,Green Detox Smoothie,1
2023-05-28,Cold Brew Coffee,18
2023-05-29,Crispy Vegetable Spring Rolls,8
2023-05-29,Truffle Parmesan Fries,19
2023-05-29,Spicy Buffalo Wings,5
2023-05-29,Grilled Salmon Quinoa Bowl,19
2023-05-29,Beyond Meat Vegan Burger,7
2023-05-29,Chicken Tikka Masala,12
2023-05-29,Vegan Chocolate Mousse,16
2023-05-29,Classic New York Cheesecake,10
2023-05-29,Green Detox Smoothie,8
2023-05-29,Cold Brew Coffee,1
2023-05-30,Crispy Vegetable Spring Rolls,4
2023-05-30,Truffle Parmesan Fries,4
2023-05-30,Spicy Buffalo Wings,24
2023-05-30,Grilled Salmon Quinoa Bowl,7
2023-05-30,Beyond Meat Vegan Burger,15
2023-05-30,Chicken Tikka Masala,22
2023-05-30,Vegan Chocolate Mousse,8
2023-05-30,Classic New York Cheesecake,1
2023-05-30,Green Detox Smoothie,16
2023-05-30,Cold Brew Coffee,0
2023-05-31,Crispy Vegetable Spring Rolls,20
2023-05-31,Truffle Parmesan Fries,22
2023-05-31,Spicy Buffalo Wings,1
2023-05-31,Grilled Salmon Quinoa Bowl,22
2023-05-31,Beyond Meat Vegan Burger,6
2023-05-31,Chicken Tikka Masala,8
2023-05-31,Vegan Chocolate Mousse,5
2023-05-31,Classic New York Cheesecake,1
2023-05-31,Green Detox Smoothie,14
2023-05-31,Cold Brew Coffee,21
2023-06-01,Crispy Vegetable Spring Rolls,8
2023-06-01,Truffle Parmesan Fries,2
2023-06-01,Spicy Buffalo Wings,17
2023-06-01,Grilled Salmon Quinoa Bowl,16
2023-06-01,Beyond Meat Vegan Burger,4
2023-06-01,Chicken Tikka Masala,3
2023-06-01,Vegan Chocolate Mousse,12
2023-06-01,Classic New York Cheesecake,7
2023-06-01,Green Detox Smoothie,6
2023-06-01,Cold Brew Coffee,19
2023-06-02,Crispy Vegetable Spring Rolls,2
2023-06-02,Truffle Parmesan Fries,18
2023-06-02,Spicy Buffalo Wings,12
2023-06-02,Grilled Salmon Quinoa Bowl,9
2023-06-02,Beyond Meat Vegan Burger,12
2023-06-02,Chicken Tikka Masala,3
2023-06-02,Vegan Chocolate Mousse,12
2023-06-02,Classic New York Cheesecake,2
2023-06-02,Green Detox Smoothie,11
2023-06-02,Cold Brew Coffee,19
2023-06-03,Crispy Vegetable Spring Rolls,22
2023-06-03,Truffle Parmesan Fries,3
2023-06-03,Spicy Buffalo Wings,3
2023-06-03,Grilled Salmon Quinoa Bowl,25
2023-06-03,Beyond Meat Vegan Burger,3
2023-06-03,Chicken Tikka Masala,1
2023-06-03,Vegan Chocolate Mousse,14
2023-06-03,Classic New York Cheesecake,11
2023-06-03,Green Detox Smoothie,4
2023-06-03,Cold Brew Coffee,12
2023-06-04,Crispy Vegetable Spring Rolls,0
2023-06-04,Truffle Parmesan Fries,19
2023-06-04,Spicy Buffalo Wings,4
2023-06-04,Grilled Salmon Quinoa Bowl,22
2023-06-04,Beyond Meat Vegan Burger,15
2023-06-04,Chicken Tikka Masala,22
2023-06-04,Vegan Chocolate Mousse,0
2023-06-04,Classic New York Cheesecake,21
2023-06-04,Green Detox Smoothie,16
2023-06-04,Cold Brew Coffee,4
2023-06-05,Crispy Vegetable Spring Rolls,4
2023-06-05,Truffle Parmesan Fries,5
2023-06-05,Spicy Buffalo Wings,22
2023-06-05,Grilled Salmon Quinoa Bowl,22
2023-06-05,Beyond Meat Vegan Burger,3
2023-06-05,Chicken Tikka Masala,14
2023-06-05,Vegan Chocolate Mousse,14
2023-06-05,Classic New York Cheesecake,24
2023-06-05,Green Detox Smoothie,12
2023-06-05,Cold Brew Coffee,11
2023-06-06,Crispy Vegetable Spring Rolls,1
2023-06-06,Truffle Parmesan Fries,21
2023-06-06,Spicy Buffalo Wings,8
2023-06-06,Grilled Salmon Quinoa Bowl,24
2023-06-06,Beyond Meat Vegan Burger,18
2023-06-06,Chicken Tikka Masala,8
2023-06-06,Vegan Chocolate Mousse,4
2023-06-06,Classic New York Cheesecake,8
2023-06-06,Green Detox Smoothie,4
2023-06-06,Cold Brew Coffee,17
2023-06-07,Crispy Vegetable Spring Rolls,14
2023-06-07,Truffle Parmesan Fries,16
2023-06-07,Spicy Buffalo Wings,13
2023-06-07,Grilled Salmon Quinoa Bowl,12
2023-06-07,Beyond Meat Vegan Burger,11
2023-06-07,Chicken Tikka Masala,15
2023-06-07,Vegan Chocolate Mousse,14
2023-06-07,Classic New York Cheesecake,16
2023-06-07,Green Detox Smoothie,20
2023-06-07,Cold Brew Coffee,21
2023-06-08,Crispy Vegetable Spring Rolls,19
2023-06-08,Truffle Parmesan Fries,12
2023-06-08,Spicy Buffalo Wings,8
2023-06-08,Grilled Salmon Quinoa Bowl,9
2023-06-08,Beyond Meat Vegan Burger,14
2023-06-08,Chicken Tikka Masala,22
2023-06-08,Vegan Chocolate Mousse,18
2023-06-08,Classic New York Cheesecake,20
2023-06-08,Green Detox Smoothie,11
2023-06-08,Cold Brew Coffee,5
2023-06-09,Crispy Vegetable Spring Rolls,17
2023-06-09,Truffle Parmesan Fries,11
2023-06-09,Spicy Buffalo Wings,16
2023-06-09,Grilled Salmon Quinoa Bowl,25
2023-06-09,Beyond Meat Vegan Burger,11
2023-06-09,Chicken Tikka Masala,9
2023-06-09,Vegan Chocolate Mousse,10
